post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,ativos,volatility,numero_cotista,tx_gestao,tx_admin,tx_performance,scraping_date,ingestion_timestamp
353,RBRR11,0.8000,0.9400,0.9367,2.8100,0.9300,5.5800,1.0608,12.7300,-2.4142,3.4084,-1.4969,85.2900,1.8600,2026,0.8546,93.6100,-0.4890,1525819120.6400,3.3038,0.3614,2.4663,0.8221,5.5131,0.9189,11.5390,0.9616,Papéis,papeis,85.68,5379139.52,1525819120.64,0.9111,0.9152868283303067,RBRR11,3,1054.6589669254,133177,0.80,0.20,20,2026-02-13,2026-02-13 20:07:10.248417
167,RBRS11,0.1100,0.3300,0.3900,1.1700,0.4567,2.7400,0.5042,6.0500,-9.3407,-17.4373,-9.0415,33.0000,0.8000,2026,0.1567,95.7200,1.7324,73177011.3700,7.9937,1.8918,0.8649,0.8649,2.0527,0.3421,2.4929,0.2077,Fundo de Desenvolvimento,fundo-de-desenvolvimento,35,25863.89,73177011.37,0.3461,0.3656498119515253,RBRS11,2,4917.2219888163,908,,,,2026-02-13,2026-02-13 20:07:10.248417
105,RBRX11,0.0900,1.0800,1.1100,3.3300,1.1450,6.8700,1.1542,13.8500,3.3333,4.4493,4.4493,8.3700,1.0800,2026,,,,,,,,,,,,,Indefinido,indefinido,8.62,5118664.26,1450722750.71,0.8729,,RBRX11,14,1206.6685845494,115808,1.30,,20,2026-02-13,2026-02-13 20:07:10.248417
359,RBRY11,1.1500,1.1800,1.2433,3.7300,1.2900,7.7400,1.2908,15.4900,-1.6478,3.2401,-0.4872,97.2900,2.4400,2026,1.2464,100.2900,0.4004,1280696227.3100,6.9050,1.6518,3.7814,1.2605,7.4103,1.2350,13.9756,1.1646,Papéis,papeis,96.81,5870891.04,1280696227.31,0.9701,0.965300628178283,RBRY11,14,963.82638803378,69846,1.1,0.20,20,2026-02-13,2026-02-13 20:07:10.248417
194,RBTS11,7.3419,1.8400,0.6133,1.8400,0.3067,1.8400,1.2108,14.5300,0.0000,,0.0000,399.9900,1.8400,2026,11.8068,337.1400,-69.1766,19057080.6900,-59.0541,-65.5374,27.8450,9.2817,61.3117,10.2186,121.3269,10.1106,Fundo de Desenvolvimento,fundo-de-desenvolvimento,295,1327.4,15830154.63,1.0533,0.875007415317079,RBTS11,14,18211.243430493,127,,1.32,17.50,2026-02-13,2026-02-13 20:07:10.248417
382,RBVA11,0.0900,0.9000,0.8967,2.6900,0.9483,5.6900,1.0458,12.5500,-3.6644,3.5398,-2.7974,9.9900,1.7700,2026,0.8364,10.7600,-90.1627,1680363368.1300,-88.1898,-90.0805,2.5418,0.8473,5.0915,0.8486,9.3988,0.7832,Varejo,varejo,9.9,2275787.3,1680363368.13,0.9173,0.9200743494423792,RBVA11,82,1333.2675526977,89939,,0.65,,2026-02-13,2026-02-13 20:07:10.248417
378,RBVO11,5.6550,106.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.9251,146.5693,-60.6484,5.3200,168.1300,2024,0.0000,0.0000,-100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Papéis,papeis,5.32,1143.43,2882596.37,0.9517,,RBVO11,14,2.456886732756,6943,0.65,0.10,20,2026-02-13,2026-02-13 20:07:10.248417
259,RCFF11,0.4244,0.0000,0.0000,0.0000,0.6267,3.7600,0.8336,9.1700,0.0000,,0.0000,,0.0000,2026,3.6017,98.5600,7.7512,31856035.9600,12.0052,11.6320,27.2688,9.0896,30.3616,5.0603,33.5693,4.7956,Fundo de Fundos,fundo-de-fundos,90,45.33,31810522.04,0.9144,0.9131493506493507,RCFF11,14,7789.4867769316,129,0.5,0.2,,2026-02-13,2026-02-13 20:07:10.248417
319,RCRB11,1.0700,0.7500,0.7167,2.1500,0.7267,4.3600,0.6692,8.0300,0.6175,11.5172,1.3721,141.7700,1.4200,2026,0.4716,199.3300,-3.8632,735657153.2000,6.0296,-3.4099,1.4206,0.4735,2.5836,0.4306,4.9472,0.4123,Lajes Corporativas,lajes-corporativas,140.67,1119082.83,735657153.2,0.6989,0.7057141423769627,RCRB11,9,2220.0729055377,24381,,0.70,,2026-02-13,2026-02-13 20:07:10.248417
3591,RDCI11,1.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2025,,,,,,,,,,,,,Indefinido,indefinido,0,,252562653.04,0,,RDCI11,14,,117,,,,2026-02-13,2026-02-13 20:07:10.248417
6276,RDIV11,0.4940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Outros,outros,100,7735786,223537369.2,1.1737,,RDIV11,,24033.266560508,141,1.5,0.2,20,2026-02-13,2026-02-13 20:07:10.248417
3289,RDLI11,10.7100,10.7100,26.5300,26.5300,26.5300,26.5300,26.5300,26.5300,-13.0348,-3.7208,-3.7208,100.0100,10.7100,2026,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,115,6776.2,232945405.35,0.9499,,RDLI11,1,6728.1005136648,236,,,,2026-02-13,2026-02-13 20:07:10.248417
3857,RECD11,0.0756,0.9400,5.4833,16.4500,3.2100,19.2600,4.1200,49.4400,-11.0000,11.1832,-10.1634,8.0100,16.4500,2026,,,,,,,,,,,,,Papéis,papeis,7.7,1215.09,44576700.04,0.9412,,RECD11,,16315.893251885,347,,,,2026-02-13,2026-02-13 20:07:10.248417
3849,RECM11,0.1000,1.1800,1.2400,3.7200,1.3383,8.0300,1.3992,16.7900,-2.6406,0.9079,-1.4918,8.4800,2.4400,2026,,,,,,,,,,,,,Papéis,papeis,8.45,18934.39,82296902.13,0.8561,,RECM11,,5007.6747660978,845,,,,2026-02-13,2026-02-13 20:07:10.248417
348,RECR11,0.8276,0.9900,1.0000,3.0000,0.9967,5.9800,1.2000,14.4000,0.3013,7.0883,1.2943,83.2200,1.9700,2026,0.9211,88.9600,-6.6821,2352201318.6300,7.1879,-5.8225,2.6530,0.8843,5.7549,0.9591,13.1032,1.0919,Papéis,papeis,81.77,3230403.13,2352201318.63,0.9113,0.9191771582733813,RECR11,1,1285.9077083365,171742,,0.20,,2026-02-13,2026-02-13 20:07:10.248417
409,RECT11,0.4500,1.1600,1.1800,3.5400,1.1917,7.1500,1.2033,14.4400,-0.4381,6.8417,0.7168,38.6300,2.3200,2026,0.5018,89.6800,-4.2699,766218200.6900,-1.7278,-3.7895,1.4038,0.4679,2.6250,0.4375,4.9898,0.4158,Lajes Corporativas,lajes-corporativas,38.5,725821.7,766218200.69,0.4232,0.42930419268510256,RECT11,9,2093.1206051963,49710,,0.17,,2026-02-13,2026-02-13 20:07:10.248417
214,REIT11,2.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Papéis,papeis,99.27,417.22,8063304.68,0.3237,,REIT11,1,7402.0023604167,60,,,,2026-02-13,2026-02-13 20:07:10.248417
435,RELG11,0.8000,1.2300,1.2333,3.7000,1.2350,7.4100,1.1800,14.1600,-1.1414,3.6780,0.0746,64.9600,2.4500,2026,0.9328,85.7600,-29.7625,114448764.7400,-23.1073,-29.1073,2.7834,0.9278,5.5561,0.9260,9.6471,0.8039,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,64.35,134427.83,114448764.74,0.7353,0.7503498134328357,RELG11,5,2829.4208278579,4078,1,0.175,,2026-02-13,2026-02-13 20:07:10.248417
3482,RENV11,0.0800,1.1400,1.2633,3.7900,1.2233,7.3400,0.7664,8.4300,0.4304,34.6094,1.5753,7.0000,2.2900,2026,,,,,,,,,,,,,Serviços Financeiros Diversos,servicos-financeiros-diversos,7.27,8882.83,14764589.55,0.4917,,RENV11,14,14530.482571303,536,1.13,0.12,20,2026-02-13,2026-02-13 20:07:10.248417
376,RFOF11,0.6500,0.0000,0.0000,0.0000,0.3533,2.1200,0.7500,9.0000,0.0000,,0.0000,,0.0000,2026,0.8846,73.4800,-8.0811,56371251.7800,-6.1472,-7.2680,2.6949,0.8983,5.4801,0.9133,11.1110,0.9259,Fundo de Fundos,fundo-de-fundos,63.84,173508,56371251.78,0.8688,0.8688078388677191,RFOF11,14,2000.5686172366,3284,,,,2026-02-13,2026-02-13 20:07:10.248417
3615,RIFF11,0.0060,0.0800,0.0000,0.0000,0.0000,0.0000,0.4592,5.5100,-1.5048,23.0471,-1.4260,7.2000,8.3900,2025,,,,,,,,,,,,,Indefinido,indefinido,8.08,285524.7,0,0,,RIFF11,,1427.6520007926,0,,0.84,20,2026-02-13,2026-02-13 20:07:10.248417
1842,RINV11,1.3500,1.2400,1.0867,3.2600,1.0750,6.4500,1.0983,13.1800,2.5943,3.8665,3.8665,108.7500,1.2400,2026,,,,,,,,,,,,,Indefinido,indefinido,109.95,608981.52,419914959.88,1.0399,,RINV11,14,1023.0944109132,4170,,1,15,2026-02-13,2026-02-13 20:07:10.248417
349,RMAI11,0.2700,0.0000,0.5200,1.5600,0.6500,3.9000,0.6342,7.6100,0.0000,,0.0000,,0.6100,2026,0.4073,110.4900,2.4383,560580169.1300,5.1445,2.8556,1.2385,0.4128,17.3304,2.8884,20.1648,1.6804,Lajes Corporativas,lajes-corporativas,39.99,42751.5,560577455.58,0.3281,0.361933206625034,RMAI11,2,5534.5684212792,1095,,,,2026-02-13,2026-02-13 20:07:10.248417
173,RNDP11,40.3843,99.6700,0.0000,0.0000,0.0000,0.0000,8.4400,101.2800,-5.6358,309.7228,88.4171,40.5200,145.4000,2025,0.0000,0.0000,-100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Papéis,papeis,40.5,14794,4329855.96,1.0055,,RNDP11,14,3799.2374600763,1292,,,,2026-02-13,2026-02-13 20:07:10.248417
329,RNGO11,0.4800,0.9200,0.6867,2.0600,0.6283,3.7700,0.7350,8.8200,1.4249,3.4869,2.3581,51.9600,1.4900,2026,0.3479,83.3500,-3.7973,223034610.0200,1.0121,-3.4626,1.0436,0.3479,2.0575,0.3429,4.8252,0.4021,Lajes Corporativas,lajes-corporativas,54,88734,223034610.02,0.6473,0.647870425914817,RNGO11,4,1707.0067214876,6892,,0.2,,2026-02-13,2026-02-13 20:07:10.248417
217,ROOF11,13.5493,0.0000,0.0000,0.0000,0.0000,0.0000,1.3250,15.9000,0.0000,,0.0000,,15.9000,2025,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,350,350,23180810.88,1.168,,ROOF11,36,8329.9916549006,80,,,,2026-02-13,2026-02-13 20:07:10.248417
106,RPRI11,0.9000,1.0000,1.1667,3.5000,1.1467,6.8800,1.2642,15.1700,5.5159,7.5621,6.5710,90.1000,2.4500,2026,,,,,,,,,,,,,Papéis,papeis,86.8,384315.04,348988500.73,0.8671,,RPRI11,14,1314.4117288067,4459,,1.6,,2026-02-13,2026-02-13 20:07:10.248417
215,RSPD11,93.9528,11.2500,3.8633,11.5900,1.9317,11.5900,1.7392,20.8700,-4.7605,5.9539,5.9539,835.2500,11.5900,2026,0.9818,1130.0991,-1.0846,168368776.6900,-0.1134,-0.1134,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,799.88,257105.77,131562647.26,0.9061,0.7077963339675255,RSPD11,14,12760.020206949,174,,,,2026-02-13,2026-02-13 20:07:10.248417
491,RURA11,0.1200,1.3500,1.3100,3.9300,1.3267,7.9600,1.3100,15.7200,1.0239,9.7877,2.3877,8.8800,2.6000,2026,1.0680,10.3000,0.0000,1649333681.2700,0.0000,0.0000,3.2018,1.0673,5.2416,0.8736,8.5739,0.8574,Indefinido,indefinido,8.98,2781226.7,1649333681.27,0.8524,0.8718446601941747,RURA11,0,1184.2706092563,87991,,1,20,2026-02-13,2026-02-13 20:07:10.248417
202,RVBI11,0.6500,1.0100,1.0733,3.2200,1.1033,6.6200,1.1483,13.7800,2.9247,3.9643,3.9643,64.4000,1.0100,2026,0.9430,74.2300,-11.6520,1365872089.1500,-5.2574,-10.8189,2.8408,0.9469,5.6516,0.9419,11.4507,0.9542,Fundo de Fundos,fundo-de-fundos,60.23,604022.78,1365872089.15,0.8716,0.811397009295433,RVBI11,14,18.570749295118,81798,0.80,0.125,20,2026-02-13,2026-02-13 20:07:10.248417
513,RZAG11,0.1200,1.2700,1.3967,4.1900,1.4000,8.4000,1.4742,17.6900,-0.7345,5.3090,0.5261,9.4600,2.8400,2026,1.2847,9.7300,1.8017,661992742.5500,15.9652,3.1095,3.8502,1.2834,7.7215,1.2869,13.9065,1.1589,Indefinido,indefinido,9.1,2239619,661992742.55,0.9301,0.935251798561151,RZAG11,0,1287.6093039042,84992,,1.15,10,2026-02-13,2026-02-13 20:07:10.248417
277,RZAK11,1.1000,1.2900,1.3267,3.9800,1.3783,8.2700,1.4783,17.7400,3.3666,4.7000,4.7000,85.0500,1.2900,2026,1.2401,88.7000,-5.3463,781298042.8900,6.1518,-4.1724,3.7539,1.2513,7.7342,1.2890,16.5148,1.3762,Papéis,papeis,87.19,1691909.65,781298042.89,0.9742,0.9829763246899661,RZAK11,14,699.6139386666,45181,,1.25,15,2026-02-13,2026-02-13 20:07:10.248417
1864,RZAT11,0.9500,1.0500,0.9933,2.9800,1.0533,6.3200,1.1925,14.3100,2.0951,3.1671,3.1671,90.1500,1.0500,2026,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,91.56,670280.91,427425896.49,0.9105,,RZAT11,12,1153.0966894504,34443,,1,20,2026-02-13,2026-02-13 20:07:10.248417
2571,RZEO11,2.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,19.4700,2025,1.1950,185.7800,0.0000,585746899.1300,0.0000,0.0000,4.9882,1.6627,30.2492,5.0415,35.5352,5.9225,Indefinido,indefinido,187.78,3610,585829711.1,1.0106,1.0107654214662505,RZEO11,,5023.8228477451,155,,1.15,20,2026-02-13,2026-02-13 20:07:10.248417
3859,RZLC11,12.5043,1.2300,1.2133,3.6400,1.0483,6.2900,1.1400,13.6800,-0.0099,2.6523,1.2200,1014.3200,2.5200,2026,,,,,,,,,,,,,Papéis,papeis,1005.97,1237891.52,159603949.31,1.0144,,RZLC11,,5197.1578373817,112,,,,2026-02-13,2026-02-13 20:07:10.248417
233,RZTR11,1.0000,1.0100,1.0200,3.0600,1.0633,6.3800,1.1483,13.7800,0.5613,4.0249,1.5770,98.5400,2.0300,2026,1.0569,94.6200,-2.8841,1783796877.1400,9.4094,-1.8577,3.1247,1.0416,6.2709,1.0451,12.8432,1.0703,Misto,misto,96.72,3656936.04,1765815892.73,1.0252,1.0221940393151554,RZTR11,24,994.7952862925,150513,1.25,,20,2026-02-13,2026-02-13 20:07:10.248417
3381,RZZI11,7.1830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Misto,misto,1000,2000000,146097994.4,0.7635,,RZZI11,1,,116,,,,2026-02-13,2026-02-13 20:07:10.248417
3889,RZZR11,1.2250,0.8800,0.8867,2.6600,0.8917,5.3500,0.8108,9.7300,2.9556,1.8640,3.8616,138.9900,1.7900,2026,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,136.99,24835.05,980016207.14,0.7726,,RZZR11,10,5511.7432242996,530,,0.25,,2026-02-13,2026-02-13 20:07:10.248417
6287,RZZV11,7.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Misto,misto,1050,105000,206967607.58,0.8804,,RZZV11,1,,131,,,,2026-02-13,2026-02-13 20:07:10.248417
445,SALI11,1.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Misto,misto,0,,7493922.78,0,,SALI11,5,,2,,,,2026-02-13,2026-02-13 20:07:10.248417
2968,SAPI11,0.1100,1.1900,1.5633,4.6900,1.4450,8.6700,1.4233,17.0800,0.7609,8.7457,1.9599,9.2700,3.4400,2026,,,,,,,,,,,,,Misto,misto,9.38,287304.35,295803811.35,0.9218,,SAPI11,14,1487.6373627106,13124,,1,,2026-02-13,2026-02-13 20:07:10.248417
279,SARE11,0.0260,0.5700,0.0000,0.0000,0.0000,0.0000,0.2475,2.9700,-1.4989,36.2430,-0.9375,4.6000,4.1800,2025,0.3355,7.7500,-91.7876,715852065.3300,-91.5233,-91.7601,1.0048,0.3349,1.9659,0.3276,3.4855,0.2905,Misto,misto,4.8,348855,464915874.22,0.9543,0.6193548387096774,SARE11,2,2295.9557657074,26586,,1.25,,2026-02-13,2026-02-13 20:07:10.248417
266,SCPF11,0.0180,0.6700,0.6700,0.6700,0.6700,0.6700,0.6700,0.6700,-36.1045,-35.6764,-35.6764,2.6900,0.6700,2026,0.3801,11.8400,1.1102,49708086.7700,-3.0302,1.4944,0.6839,0.2280,1.1030,0.1838,2.2735,0.1895,Shoppings,shoppings,3.08,4447.43,41456151.33,0.305,0.26013513513513514,SCPF11,1,7708.6600998557,4285,,4,,2026-02-13,2026-02-13 20:07:10.248417
195,SDIL11,0.7500,0.7600,0.8300,2.4900,0.8700,5.2200,0.8558,10.2700,2.0412,10.5144,2.8168,98.9800,6.1200,2023,0.8339,98.3300,-0.2174,628810333.3800,9.8640,0.6147,2.4359,0.8120,4.7361,0.7894,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,96.5,1030917.86,612048658.06,1.0144,0.9813891996338859,SDIL11,5,14.97024845606,63292,,0.84,,2026-02-13,2026-02-13 20:07:10.248417
91,SEED11,0.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.3208,3.8500,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Indefinido,indefinido,98.34,200,147788152.52,1.1086,,SEED11,14,3049.6180288867,131,,,,2026-02-13,2026-02-13 20:07:10.248417
256,SEQR11,0.5823,1.0500,1.0833,3.2500,1.1383,6.8300,1.2192,14.6300,3.2420,8.6305,4.3261,55.4100,2.1300,2026,0.6173,94.3300,0.6079,157126762.1600,7.1597,1.2290,1.8631,0.6210,3.7452,0.6242,7.4871,0.6239,Misto,misto,55.23,42928,161951312.3,0.5697,0.5854977207675183,SEQR11,4,1826.9101922909,4434,,1.24,20,2026-02-13,2026-02-13 20:07:10.248417
442,SHOP11,6.7510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2022,,,,,,,,,,,,,Shoppings,shoppings,55,55,77442255.55,1.746,,SHOP11,1,20990.26746032,92,,,,2026-02-13,2026-02-13 20:07:10.248417
418,SHPH11,5.3000,0.5800,0.4667,1.4000,0.4917,2.9500,0.7450,8.9400,-3.4418,4.4933,-2.8817,911.5000,0.9500,2026,0.3867,1034.3800,15.6792,629882731.3200,21.8457,16.1265,1.3256,0.4419,2.8682,0.4780,8.1441,0.6787,Shoppings,shoppings,940,43673.17,629823046.51,0.9088,0.9087569365223611,SHPH11,1,3153.3454427641,2074,,0.20,,2026-02-13,2026-02-13 20:07:10.248417
5517,SHPP11,0.0500,0.0000,0.4400,0.4400,0.2367,1.4200,0.4900,3.4300,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Shoppings,shoppings,9.95,1144.87,443498632.54,0.9852,,SHPP11,,4550.1215358858,130,,,,2026-02-13,2026-02-13 20:07:10.248417
108,SHSO11,0.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Indefinido,indefinido,0,,118155565.38,0,,SHSO11,14,,8102,,,,2026-02-13,2026-02-13 20:07:10.248417
109,SIGR11,1.2950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,1.3200,2024,,,,,,,,,,,,,Indefinido,indefinido,99.9,100,185921831.3,10.6277,,SIGR11,14,1.554727816814,9946,,,,2026-02-13,2026-02-13 20:07:10.248417
178,SJAU11,20.1303,231.6500,0.0000,0.0000,0.0000,0.0000,424.1050,848.2100,58.2878,424.9615,424.9615,8.6900,848.2100,2025,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,0.79,8693.57,11832389.44,0.5302,,SJAU11,14,246006.43736505,900,,,,2026-02-13,2026-02-13 20:07:10.248417
3472,SMRE11,1.0211,1.5000,1.5167,4.5500,1.4233,8.5400,1.3617,16.3400,1.6418,1.7589,3.1664,68.1000,3.0800,2026,,,,,,,,,,,,,Incorporações,incorporacoes,64.6,370792.65,105395912.24,0.6154,,SMRE11,14,4427.3366948375,1233,0.78,0.22,,2026-02-13,2026-02-13 20:07:10.248417
555,SNAG11,0.1300,1.1500,1.2133,3.6400,1.2350,7.4100,1.2467,14.9600,3.7753,4.9687,4.9687,11.2700,1.1500,2026,1.2597,10.3200,-89.8099,626987549.4200,-89.3444,-89.6815,3.5955,1.1985,6.8036,1.1339,13.1701,1.0975,Papéis,papeis,11,2289895.7,626987549.42,1.0707,1.065891472868217,SNAG11,0,755.29116015175,118613,8,0.07,,2026-02-13,2026-02-13 20:07:10.248417
236,SNCI11,1.0000,1.1400,1.1933,3.5800,1.2067,7.2400,1.2133,14.5600,5.8447,7.0513,7.0513,87.6500,1.1400,2026,1.0116,98.8500,1.4887,415173429.8500,12.6550,2.5154,3.0629,1.0210,6.1417,1.0236,12.3337,1.0278,Papéis,papeis,89.87,1086115.09,415173429.85,0.8992,0.9091552857865454,SNCI11,14,1435.9649568987,36123,0.70,0.15,,2026-02-13,2026-02-13 20:07:10.248417
497,SNEL11,0.1000,0.0000,0.7700,2.3100,0.9750,5.8500,1.1083,13.3000,0.0000,,0.0000,,1.1400,2026,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,8.59,2834961.96,909373685.25,1.0438,,SNEL11,14,725.94382005268,63023,1.08,0.12,20,2026-02-13,2026-02-13 20:07:10.248417
53,SNFF11,0.8000,1.0100,1.3367,4.0100,1.2867,7.7200,1.1858,14.2300,6.7248,7.8028,7.8028,79.5100,1.0100,2026,1.2661,86.8800,-1.8416,349320240.0600,1.0619,-0.5988,3.8723,1.2908,6.4749,1.0792,11.7459,0.9788,Fundo de Fundos,fundo-de-fundos,77.39,625453.78,349320240.06,0.9068,0.8907688766114181,SNFF11,14,1451.9737687526,26689,,0.73,10,2026-02-13,2026-02-13 20:07:10.248417
3385,SNFZ11,0.1000,1.0200,1.0167,3.0500,1.0367,6.2200,0.8942,10.7300,-0.4061,0.6098,0.6098,9.8100,1.0200,2026,1.0091,9.9100,0.0000,61440526.3000,0.0000,0.0000,3.0303,1.0101,5.6843,0.9474,9.3806,0.7817,Misto,misto,9.75,286474.26,113888407.71,0.9869,0.9838546922300706,SNFZ11,,2092.6041456089,5426,0.87,0.13,20,2026-02-13,2026-02-13 20:07:10.248417
1836,SNID11,0.1300,1.1400,1.1567,3.4700,1.1817,7.0900,1.2175,14.6100,-3.5593,-2.4599,-2.4599,11.3800,1.1400,2026,,,,,,,,,,,,,Indefinido,indefinido,11.04,185689.57,0,0,,SNID11,,1837.1307212394,0,0.85,0.10,,2026-02-13,2026-02-13 20:07:10.248417
1846,SNLG11,0.8400,8400.0000,0.0000,0.0000,0.0000,0.0000,700.0000,8400.0000,-96.7742,457.5150,174.1935,0.0100,8496.7700,2025,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,1.24,59123,1295190.98,3.2632,,SNLG11,6,222461.64165697,9307,,1,,2026-02-13,2026-02-13 20:07:10.248417
3079,SNME11,0.1500,1.5300,1.5467,4.6400,1.4417,8.6500,1.3592,16.3100,1.3416,2.8921,2.8921,9.8200,1.5300,2026,,,,,,,,,,,,,Indefinido,indefinido,9.66,435430.61,71320446,1.0166,,SNME11,2,1428.0365191827,5334,0.79,0.20,20,2026-02-13,2026-02-13 20:07:10.248417
6293,SOFF11,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2025,,,,,,,,,,,,,Misto,misto,110,72.67,188370050.91,1.0715,,SOFF11,,5895.3271961627,304,,,,2026-02-13,2026-02-13 20:07:10.248417
206,SOLR11,4.7708,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2023,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,1051.35,4931882,60270034.5,1.1432,,SOLR11,1,121.74978603183,1,,,,2026-02-13,2026-02-13 20:07:10.248417
2851,SPDE11,28.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3525,4.2300,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Indefinido,indefinido,1266.67,2533.3,155046292.89,0.7337,,SPDE11,14,5698.6222574564,120,,,,2026-02-13,2026-02-13 20:07:10.248417
2818,SPMO11,0.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2022,,,,,,,,,,,,,Indefinido,indefinido,122,71882.4,233856020.32,0.9463,,SPMO11,14,3007.8125,15,,,,2026-02-13,2026-02-13 20:07:10.248417
207,SPTW11,0.4500,1.0800,1.3067,3.9200,1.2583,7.5500,1.2917,15.5000,12.4291,16.1118,13.6433,41.6100,2.7000,2026,0.8310,54.1500,-2.8525,97359161.2800,12.4769,-2.0452,2.2612,0.7537,4.4641,0.7440,8.8396,0.7366,Lajes Corporativas,lajes-corporativas,40.74,102607.91,97359161.28,0.7428,0.7523545706371192,SPTW11,1,1622.4063327364,17812,,0.25,,2026-02-13,2026-02-13 20:07:10.248417
294,SPVJ11,0.1184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2026,0.6363,24.3600,-79.0434,153779912.1900,-75.4933,-78.9100,1.9356,0.6452,4.0241,0.6707,7.4508,0.6209,Shoppings,shoppings,0,,153858012.48,0,,SPVJ11,14,,24,,0.20,,2026-02-13,2026-02-13 20:07:10.248417
85,SPXS11,0.0920,1.0400,1.1567,3.4700,1.2283,7.3700,1.2400,14.8800,-3.0769,6.6665,-2.0689,8.8200,2.1800,2026,,,,,,,,,,,,,Indefinido,indefinido,8.81,519924.39,191673572.26,0.9073,,SPXS11,14,1434.4898089247,19939,,0.80,20,2026-02-13,2026-02-13 20:07:10.248417
122,SRVD11,0.2000,2.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.7938,-7.7281,-7.7281,8.7500,3.3000,2022,16.8728,1.1853,-0.1136,114131701.2300,25.6393,16.7400,,,,,,,Indefinido,indefinido,3,233.91,15907185.35,17.6471,2.531004808909137,SRVD11,14,375.97518630918,106,,,,2026-02-13,2026-02-13 20:07:10.248417
189,STRX11,0.8200,0.0000,0.0000,0.0000,0.6500,0.6500,0.1900,2.2800,0.0000,,0.0000,,0.0000,2026,0.6345,152.8700,3.0677,246656783.1100,16.2931,3.7217,1.8948,0.6316,3.7969,0.6328,7.6230,0.6353,Fundo de Desenvolvimento,fundo-de-desenvolvimento,140.16,142,246656783.11,0.9169,0.9168574605874272,STRX11,3,1719.9790810946,111,,,,2026-02-13,2026-02-13 20:07:10.248417
