post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,ativos,volatility,numero_cotista,tx_gestao,tx_admin,tx_performance,scraping_date,ingestion_timestamp
6300,SURE11,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Indefinido,indefinido,0,,111992758.42,0,,SURE11,,,1,,,,2026-02-13,2026-02-13 20:07:10.248417
146,TCPF11,1.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Misto,misto,39.53,,30273863.83,0.3893,,TCPF11,14,,48,,,,2026-02-13,2026-02-13 20:07:10.248417
2819,TELM11,0.1000,1.0000,1.9200,5.7600,1.5650,9.3900,1.0517,12.6200,0.0000,5.8645,1.0000,10.0000,5.7600,2026,,,,,,,,,,,,,Indefinido,indefinido,9.88,21338.52,31517396.18,0.9833,,TELM11,2,6350.5472697469,164,,,,2026-02-13,2026-02-13 20:07:10.248417
237,TEPP11,0.0750,0.8600,0.8633,2.5900,0.8950,5.3700,1.0658,12.7900,0.6912,4.5997,1.5572,8.7400,1.7200,2026,0.7520,9.8400,-89.7200,487996355.1000,-88.4402,-89.6427,1.5828,0.5276,4.4123,0.7354,9.9495,0.8291,Lajes Corporativas,lajes-corporativas,9.09,3173680.43,474009318.45,0.9455,0.9237804878048781,TEPP11,5,1244.5715404798,29878,0.9,0.13,,2026-02-13,2026-02-13 20:07:10.248417
431,TGAR11,0.7100,0.9100,1.0467,3.1400,1.1250,6.7500,1.1783,14.1400,-15.8602,-8.5216,-15.0945,78.2500,1.9900,2026,0.9371,106.7100,-16.4893,2515008519.2900,-6.0089,-15.7067,2.7904,0.9301,5.5281,0.9214,10.9292,0.9108,Fundo de Desenvolvimento,fundo-de-desenvolvimento,80.15,11857797.3,2674085772.83,0.7054,0.7511011151719615,TGAR11,9,2398.5008387201,151072,1.28,0.22,30,2026-02-13,2026-02-13 20:07:10.248417
111,TJKB11,2.9000,1.1300,1.1200,3.3600,1.1583,6.9500,1.2175,14.6100,-4.8222,-3.7467,-3.7467,256.9800,1.1300,2026,,,,,,,,,,,,,Indefinido,indefinido,254.99,83275.09,336740617.68,0.888,,TJKB11,9,4760.0605314773,527,,0.60,,2026-02-13,2026-02-13 20:07:10.248417
2442,TMPS11,0.8500,0.9800,1.0200,3.0600,1.0483,6.2900,1.0692,12.8300,0.9215,9.1208,1.9105,86.5200,2.0100,2026,,,,,,,,,,,,,Fundo de Fundos,fundo-de-fundos,84.99,279262.87,95713383.25,0.8777,,TMPS11,14,1670.9948067209,1891,,0.90,20,2026-02-13,2026-02-13 20:07:10.248417
3861,TOPP11,0.8400,1.1300,1.1800,3.5400,1.2250,7.3500,1.2583,15.1000,5.1795,6.3680,6.3680,74.1200,1.1300,2026,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,73.92,931909.09,480413559.87,0.708,,TOPP11,2,1581.1422488251,4715,,,,2026-02-13,2026-02-13 20:07:10.248417
411,TORD11,0.0060,0.3300,0.3900,1.1700,0.3567,2.1400,0.4150,4.9800,-8.6294,-12.8634,-8.3279,1.8000,0.6900,2026,0.3587,13.9400,8.2298,488775081.2500,12.4789,8.6180,1.0267,0.3422,2.5859,0.4310,6.7708,0.5642,Misto,misto,1.67,32082.48,212583174.34,0.0485,0.11979913916786226,TORD11,2,2772.7941260934,46674,,1.5,20,2026-02-13,2026-02-13 20:07:10.248417
2764,TRBL11,0.7000,0.9900,0.9000,2.7000,0.9283,5.5700,0.9725,11.6700,1.9537,11.7794,2.9630,70.4500,1.7600,2026,,,,,,,,,,,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,70.48,808417.17,637120739.38,0.8446,,TRBL11,5,2279.1323644885,45550,,0.84,,2026-02-13,2026-02-13 20:07:10.248417
333,TRNT11,0.0700,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,112.6800,0.7100,2024,0.0354,197.6400,0.3809,777840917.5300,-0.8667,0.4165,0.2255,0.0752,0.5266,0.0878,1.5015,0.1251,Lajes Corporativas,lajes-corporativas,94,62529.11,643666521.5,0.5735,0.47561222424610405,TRNT11,1,3319.8622309073,511,,0.75,,2026-02-13,2026-02-13 20:07:10.248417
456,TRXB11,3.0000,1.7100,2.7167,8.1500,2.1250,12.7500,1.5825,18.9900,3.6649,13.2659,5.4376,175.0900,4.1100,2026,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,175,5904038.35,380245915.9,1.7732,,TRXB11,12,6083.2055239948,604,,,,2026-02-13,2026-02-13 20:07:10.248417
280,TRXF11,0.9300,0.9700,0.9700,2.9100,0.9633,5.7800,1.0192,12.2300,-2.6335,-3.9225,-1.6890,95.3900,1.9900,2026,0.9028,103.0100,-2.3139,3347054221.0200,14.3822,-1.4320,2.7408,0.9136,6.0689,1.0115,13.0700,1.0892,Imóveis Comerciais - Outros,imoveis-comerciais-outros,93.3,23028275.17,3347054221.02,0.9018,0.9057373070575672,TRXF11,52,971.86471257378,217198,1,,20,2026-02-13,2026-02-13 20:07:10.248417
3845,TRXY11,0.1100,1.1600,1.2400,3.7200,1.2283,7.3700,1.2525,15.0300,-2.0619,7.8513,-0.9258,9.5000,2.5000,2026,,,,,,,,,,,,,Outros,outros,9.56,69916.26,147313137.4,1.0336,,TRXY11,,3116.0377169339,997,,1,20,2026-02-13,2026-02-13 20:07:10.248417
290,TSER11,1.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.1633,1.9600,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,97,194,143810780.96,1.002,,TSER11,1,2243.5988196587,19,,,,2026-02-13,2026-02-13 20:07:10.248417
2970,TVRI11,1.0500,1.0100,1.0500,3.1500,1.1000,6.6000,1.1617,13.9400,3.4335,10.7796,4.4782,103.9300,2.0500,2026,,,,,,,,,,,,,Agências de Bancos,agencias-de-bancos,98.45,1081889,1661003760.44,0.9421,,TVRI11,57,1144.1817366202,60159,,0.28,,2026-02-13,2026-02-13 20:07:10.248417
3600,URHF11,1.0500,1.4200,1.5000,4.5000,1.5033,9.0200,1.5300,18.3600,5.7286,2.4320,7.2299,74.0100,2.9500,2026,,,,,,,,,,,,,Outros,outros,73.8,11201.48,10605313.89,0.7689,,URHF11,14,5486.0453800822,288,,1.25,20,2026-02-13,2026-02-13 20:07:10.248417
123,URPR11,0.3500,0.9000,0.9767,2.9300,1.0383,6.2300,1.1600,13.9200,2.3603,26.1701,3.2816,39.0300,1.8200,2026,0.3390,103.2600,4.5036,1211591957.5700,29.7954,4.8578,1.0905,0.3635,2.3304,0.3884,6.7914,0.5659,Papéis,papeis,38.85,931012,1211591957.57,0.3604,0.37623474723997674,URPR11,14,2748.7260012243,63411,0.95,0.25,20,2026-02-13,2026-02-13 20:07:10.248417
3611,VANG11,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,3.0000,0.0000,,0.0000,,4.9800,2025,,,,,,,,,,,,,Indefinido,indefinido,100.57,5804,0,0,,VANG11,,3858.8835089929,0,,,,2026-02-13,2026-02-13 20:07:10.248417
244,VCJR11,0.8800,1.0900,1.0167,3.0500,1.0967,6.5800,1.2533,15.0400,-0.7626,8.3345,0.3191,80.6800,2.0400,2026,0.8140,94.6000,0.3714,1392830610.9600,14.1144,1.1883,2.6932,0.8977,5.5395,0.9232,12.4877,1.0406,Papéis,papeis,81.07,2215041.96,1392830610.96,0.8775,0.8569767441860465,VCJR11,14,1334.310128033,27120,,1.60,,2026-02-13,2026-02-13 20:07:10.248417
549,VCRA11,0.9500,1.3900,1.4333,4.3000,1.5450,9.2700,1.5208,18.2500,6.3218,11.8447,7.7997,68.4500,2.8700,2026,0.8779,102.5200,0.1322,470988060.4000,2.4912,1.0113,2.8412,0.9471,4.6990,0.7832,9.4624,0.7885,Indefinido,indefinido,67.27,573726.7,470988060.4,0.6538,0.6561646507998439,VCRA11,0,1774.7875762608,9767,,1.30,,2026-02-13,2026-02-13 20:07:10.248417
113,VCRI11,0.0900,1.1500,1.2333,3.7000,1.2567,7.5400,1.3317,15.9800,5.4054,13.1826,6.6176,7.8000,2.4300,2026,0.9474,9.5000,0.5291,195238576.9600,3.2828,1.4815,2.8582,0.9527,5.9539,0.9923,11.5904,0.9659,Papéis,papeis,7.59,237763.13,195238576.96,0.8021,0.7989473684210526,VCRI11,14,1850.3946368899,13388,,0.95,20,2026-02-13,2026-02-13 20:07:10.248417
404,VCRR11,0.4000,0.5900,0.6800,2.0400,0.7217,4.3300,0.7908,9.4900,-0.6348,-2.5319,-0.0485,67.3100,1.3300,2026,0.4755,105.1600,-17.9975,210326815.2400,-5.6069,-17.6076,1.2686,0.4229,2.4547,0.4091,4.8862,0.4072,Imóveis Residenciais,imoveis-residenciais,65.01,283694.83,210326815.24,0.6219,0.6182008368200838,VCRR11,4,2328.9295325265,3087,,0.80,15,2026-02-13,2026-02-13 20:07:10.248417
384,VGHF11,0.0700,0.9800,0.9800,2.9400,1.0217,6.1300,1.1542,13.8500,-0.8299,3.2556,0.1420,7.1700,1.9500,2026,0.8074,8.6700,-5.3493,1428102142.8400,7.6599,-4.5852,2.5601,0.8534,5.8419,0.9736,12.2117,1.0176,Misto,misto,7.17,3241319.04,1428102142.84,0.8212,0.8269896193771626,VGHF11,14,1178.9483433041,386781,0.90,,20,2026-02-13,2026-02-13 20:07:10.248417
534,VGIA11,0.1400,1.4100,1.4767,4.4300,1.4783,8.8700,1.5017,18.0200,1.2195,2.6467,2.6467,9.9600,1.4100,2026,1.4403,9.7200,2.0087,840053353.3800,11.9028,3.4780,4.4177,1.4726,8.3964,1.3994,15.6943,1.3079,Indefinido,indefinido,9.99,1954953.43,840053353.38,1.0586,1.0277777777777777,VGIA11,0,1236.3420124464,170224,1.15,,10,2026-02-13,2026-02-13 20:07:10.248417
3261,VGII11,0.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.4442,5.3300,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Tecidos. Vestuário e Calçados,tecidos-vestuario-e-calcados,72.84,145,37667403.4,1.0033,,VGII11,14,5389.7450019822,8,,,,2026-02-13,2026-02-13 20:07:10.248417
118,VGIP11,0.7100,0.8700,0.9700,2.9100,0.9733,5.8400,1.2433,14.9200,3.4395,4.3394,4.3394,81.5000,0.8700,2026,1.0185,90.3300,-0.1216,1064701931.6800,9.6752,0.8956,2.5696,0.8565,5.7640,0.9607,13.0183,1.0849,Papéis,papeis,78.01,2186139.48,1064701931.68,0.8984,0.863611203365438,VGIP11,14,1414.2152581607,84201,,1,20,2026-02-13,2026-02-13 20:07:10.248417
47,VGIR11,0.1300,1.3300,1.3600,4.0800,1.4017,8.4100,1.3825,16.5900,2.2989,3.6594,3.6594,9.7900,1.3300,2026,1.3238,9.8200,1.8672,1434329594.8400,-88.6389,3.2158,3.9769,1.3256,7.9684,1.3281,15.0411,1.2534,Papéis,papeis,9.75,6002696.87,1434329594.84,0.999,0.9928716904276985,VGIR11,1,859.64081699677,257056,0.80,0.20,20,2026-02-13,2026-02-13 20:07:10.248417
3383,VGRI11,0.1200,1.3800,1.4533,4.3600,1.4500,8.7000,1.5825,18.9900,4.4311,15.4136,5.8723,8.7200,2.8200,2026,,,,,,,,,,,,,Misto,misto,8.14,813972.26,291934586.8,0.9832,,VGRI11,5,1778.2760072592,23157,,1.30,,2026-02-13,2026-02-13 20:07:10.248417
135,VIDS11,16.0588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2025,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,915.64,,75513802.97,1.1471,,VIDS11,14,0.417784088123,199,,,,2026-02-13,2026-02-13 20:07:10.248417
342,VIFI11,0.0700,1.0100,0.0000,0.0000,0.0000,0.0000,0.0842,1.0100,-7.5697,5.1450,-6.6362,6.9600,3.0000,2025,0.8783,7.9700,-9.9435,64507809.2400,-72.2177,-9.1525,2.6310,0.8770,5.1214,0.8536,10.0227,0.8352,Fundo de Fundos,fundo-de-fundos,6.96,30.26,64507809.24,0.8733,0.8732747804265998,VIFI11,14,1136.844114924,5521,,0.95,20,2026-02-13,2026-02-13 20:07:10.248417
3030,VIGT11,0.2400,0.5400,0.5300,1.5900,0.4817,2.8900,0.4275,5.1300,-1.1556,6.5337,-0.6218,44.4800,1.0700,2026,,,,,,,,,,,,,,,43.66,495100.04,0,0,,VIGT11,,3042.2297008908,0,,1.5,0,2026-02-13,2026-02-13 20:07:10.248417
386,VILG11,0.8000,0.7800,0.7600,2.2800,0.7967,4.7800,0.8308,9.9700,3.1658,9.7359,3.9705,102.6500,1.5200,2026,0.6356,113.2800,0.8996,1698931170.8000,7.8201,1.5409,1.9086,0.6362,3.8100,0.6350,7.3448,0.6121,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,101.49,3143031.35,1698931170.8,0.8812,0.8959216101694915,VILG11,14,1445.6810549608,142566,,,,2026-02-13,2026-02-13 20:07:10.248417
182,VINO11,0.0450,0.8200,0.9133,2.7400,0.9633,5.7800,1.0667,12.8000,7.3930,7.0333,8.2736,5.5200,1.7900,2026,0.5071,9.8600,-81.9909,816316591.7800,-80.8228,-81.8995,1.5016,0.5005,3.3233,0.5539,6.2384,0.5199,Lajes Corporativas,lajes-corporativas,5.51,1285635.52,816316591.78,0.5629,0.5588235294117647,VINO11,9,1732.9965106434,136047,,1.10,20,2026-02-13,2026-02-13 20:07:10.248417
278,VISC11,0.8400,0.7700,0.7500,2.2500,0.7583,4.5500,0.7867,9.4400,0.2384,1.2563,1.0103,109.3000,1.5100,2026,0.6865,117.9900,-4.7161,3401483209.0900,10.2360,-4.0620,2.0010,0.6670,3.9686,0.6614,7.8214,0.6518,Shoppings,shoppings,108.31,6653446,3401483209.09,0.9153,0.9179591490804306,VISC11,30,1116.0111367624,336893,1.05,,,2026-02-13,2026-02-13 20:07:10.248417
410,VIUR11,0.2067,3.3800,1.9867,5.9600,1.6100,9.6600,1.4625,17.5500,-0.9709,9.3350,2.3763,6.1200,4.8200,2026,0.8292,8.0800,-12.1739,217777994.3500,-90.7694,-11.4457,2.3934,0.7978,4.6932,0.7822,9.2649,0.7721,Misto,misto,5.83,473522.52,217777994.35,0.7191,0.7215346534653465,VIUR11,7,2020.8688271318,40863,,0.95,20,2026-02-13,2026-02-13 20:07:10.248417
312,VJFD11,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.1217,1.4600,0.0000,,0.0000,,0.0000,2026,0.4801,170.8000,25.5236,832834160.3200,33.4013,26.1263,1.4798,0.4933,2.9988,0.4998,5.7584,0.4799,Papéis,papeis,148.01,2664,832834160.32,0.8666,0.8665690866510537,VJFD11,39,685.12170774915,104,,,,2026-02-13,2026-02-13 20:07:10.248417
114,VLIQ11,5.0419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2022,,,,,,,,,,,,,Indefinido,indefinido,0,,118155565.38,0,,VLIQ11,14,,8102,,,,2026-02-13,2026-02-13 20:07:10.248417
285,VLOL11,16.3034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,1.9900,2023,0.5493,111.0600,-0.1439,198219080.1500,14.1131,0.4046,1.2487,0.4162,2.9338,0.4890,6.3606,0.5300,Lajes Corporativas,lajes-corporativas,88,160238.13,118155565.38,1.3791,0.7923644876643255,VLOL11,14,9.894248404735,8102,,,,2026-02-13,2026-02-13 20:07:10.248417
235,VOTS11,0.7100,0.8900,1.1033,3.3100,0.7250,4.3500,0.7908,9.4900,3.8175,7.5173,4.7415,79.4100,2.4800,2026,1.3013,93.7500,0.4931,77620296.7700,10.9502,1.8008,2.6428,0.8809,4.8944,0.8157,8.8668,0.7389,Papéis,papeis,80.41,1703.9,77620296.77,0.8577,0.8577066666666666,VOTS11,14,4691.4958553023,545,,,,2026-02-13,2026-02-13 20:07:10.248417
4124,VPPR11,0.0700,0.5300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-10.7410,-10.2679,-10.2679,13.1300,0.5300,2025,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,21.95,114024.78,303291670.29,0.5145,,VPPR11,2,1892.7765901543,32658,,0.95,20,2026-02-13,2026-02-13 20:07:10.248417
127,VRTA11,0.8500,1.0600,1.0633,3.1900,1.0917,6.5500,1.1092,13.3100,-3.1477,5.4489,-2.1211,80.0000,2.0900,2026,1.0079,84.3300,-7.5025,1314889906.2600,1.8862,-6.5701,3.0317,1.0106,6.0782,1.0130,11.9730,0.9978,Papéis,papeis,79.14,1553723.74,1314889906.26,0.935,0.9384560654571327,VRTA11,14,1202.469085242,107241,,1,,2026-02-13,2026-02-13 20:07:10.248417
3227,VRTM11,0.0900,1.2400,1.2600,3.7800,1.2950,7.7700,1.3450,16.1400,-1.6238,9.5580,-0.4040,7.2700,2.4600,2026,,,,,,,,,,,,,Misto,misto,7.34,406475.22,439813333.9,0.7778,,VRTM11,12,1192.5774111749,12000,,0.90,0.20,2026-02-13,2026-02-13 20:07:10.248417
121,VSEC11,2.0489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,138.0000,2023,,,,,,,,,,,,,Papéis,papeis,0.21,2.5,118155565.38,0.0033,,VSEC11,14,904.16497556217,8102,,0.7,20,2026-02-13,2026-02-13 20:07:10.248417
271,VSHO11,0.6800,0.8800,1.0667,3.2000,0.9400,5.6400,0.9733,11.6800,1.2014,6.7595,2.0919,77.5000,2.1200,2026,0.8306,114.3800,15.1052,240062735.0100,21.4350,16.0612,2.1325,0.7108,3.4570,0.5762,7.3222,0.6102,Shoppings,shoppings,75.9,22314.48,240062735.01,0.6667,0.6635775485224691,VSHO11,3,1412.7183835785,2943,0.75,,,2026-02-13,2026-02-13 20:07:10.248417
48,VSLH11,0.0270,1.1700,1.2600,3.7800,1.2017,7.2100,1.2033,14.4400,5.9908,0.3839,7.2309,2.3000,2.5500,2026,0.2835,10.2300,-1.5399,305365567.5600,17.5606,-1.2608,0.8580,0.8580,1.7417,0.2903,3.6287,0.3024,Papéis,papeis,2.18,150633.22,305365567.56,0.2131,0.2130987292277615,VSLH11,14,1762.8529774296,63720,,0.95,20,2026-02-13,2026-02-13 20:07:10.248417
6401,VTBL11,1.5446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Outros,outros,0,,19105850.77,0,,VTBL11,9,,1,,,,2026-02-13,2026-02-13 20:07:10.248417
293,VTLT11,1.2623,0.0000,0.0000,0.0000,0.6083,3.6500,0.9100,10.9200,0.0000,,0.0000,,0.0000,2026,1.1375,90.5500,-10.1062,191517274.1800,-2.3456,-9.0837,3.2390,1.0797,6.1279,1.0213,11.6026,0.9669,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,88.98,12462404,191517274.18,0.9827,0.9826615129762563,VTLT11,1,1073.450702342,5533,0.95,,,2026-02-13,2026-02-13 20:07:10.248417
337,VTPL11,0.7516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Papéis,papeis,64.25,66,165909411.12,0.5368,,VTPL11,2,3330.5180833741,125,,,,2026-02-13,2026-02-13 20:07:10.248417
501,VVCO11,11.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2019,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,14.97,104939.48,149870184.87,0.9894,,VVCO11,4,1265.9902690988,2486,,1.20,20,2026-02-13,2026-02-13 20:07:10.248417
2742,VVCR11,0.1377,1.4700,1.2167,3.6500,1.0717,6.4300,1.1258,13.5100,-2.2893,-0.8529,-0.8529,9.3900,1.4700,2026,,,,,,,,,,,,,Papéis,papeis,9.92,4291.61,76903879.05,0.9668,,VVCR11,14,2916.3920716661,2130,,1.15,,2026-02-13,2026-02-13 20:07:10.248417
3371,VVMR11,0.2000,0.2400,0.4800,0.4800,0.9600,0.9600,0.1458,1.7500,-0.0118,0.2282,0.2282,84.9900,0.2400,2026,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,82,45436.17,252781460.68,0.9491,,VVMR11,5,2557.8787343806,542,,,,2026-02-13,2026-02-13 20:07:10.248417
308,VVPR11,0.8923,0.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4020,14.4394,1.2956,99.9000,7.4500,2022,0.7447,98.0300,-0.1019,226032234.1800,0.0939,0.6420,2.4180,0.8060,4.6761,0.7793,8.9337,0.7445,Misto,misto,101.5,1249061.55,118155565.38,1.5907,1.0353973273487709,VVPR11,14,3.425928713562,8102,,,,2026-02-13,2026-02-13 20:07:10.248417
2469,VVRI11,0.3500,0.0000,0.0000,0.0000,0.2617,1.5700,0.4683,5.6200,0.0000,,0.0000,,0.0000,2026,,,,,,,,,,,,,Indefinido,indefinido,87.55,1268.25,73726082.91,0.9532,,VVRI11,2,9657.5380497527,145,,,,2026-02-13,2026-02-13 20:07:10.248417
205,VXXV11,273.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,0.0000,2024,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,728,1465687.75,246695794.24,1.4102,,VXXV11,1,421.16169785509,11,,,,2026-02-13,2026-02-13 20:07:10.248417
116,WHGR11,0.1000,1.0300,1.0833,3.2500,1.1133,6.6800,1.0992,13.1900,3.7433,13.5868,4.8119,9.7000,2.1000,2026,,,,,,,,,,,,,Indefinido,indefinido,9.19,441487.17,306908909.19,0.935,,WHGR11,1,1234.6598395646,15552,,1,20,2026-02-13,2026-02-13 20:07:10.248417
451,WPLZ11,0.3700,0.7100,0.7200,2.1600,0.7467,4.4800,0.9058,10.8700,-5.4545,11.1066,-4.7833,52.0000,1.3800,2026,0.6765,54.6900,-37.7107,64903883.3900,-43.6518,-37.2893,1.9071,0.6357,4.9062,0.8177,7.7387,0.6449,Shoppings,shoppings,51.27,3266.65,64675247.66,0.8961,0.9374657158529897,WPLZ11,1,5236.6642356091,1523,,0.55,,2026-02-13,2026-02-13 20:07:10.248417
2821,WSEC11,1.4551,0.0000,0.0000,0.0000,55.2650,331.5900,59.6117,715.3400,0.0000,,0.0000,,752.2400,2025,,,,,,,,,,,,,Indefinido,indefinido,1.41,1533,3603090.71,0.9592,,WSEC11,14,105441.7475285,918,,1,20,2026-02-13,2026-02-13 20:07:10.248417
365,WTSP11B,0.0500,0.0900,0.8100,0.8100,4.3617,26.1700,2.2658,27.1900,0.0000,,0.0000,56.9500,0.8100,2025,0.0594,84.2100,16.1838,104295912.9400,12.9819,16.2528,1.0700,0.3567,14.9851,2.4975,17.2298,1.4358,Misto,misto,36,3852,104295912.94,0.6769,0.4275026718916994,WTSP11B,2,6.669961288398,210,,,,2026-02-13,2026-02-13 20:07:10.248417
516,XPCA11,0.1200,1.3900,1.3467,4.0400,1.3800,8.2800,1.4567,17.4800,1.8935,8.5051,3.3098,8.6100,2.6900,2026,1.1411,9.6400,1.5720,438896884.0800,15.5414,2.7311,3.4233,1.1411,6.8560,1.1427,11.6720,0.9727,Indefinido,indefinido,8.58,1107998.13,438896884.08,0.8734,0.8900414937759336,XPCA11,0,926.34054452431,93658,,1,10,2026-02-13,2026-02-13 20:07:10.248417
211,XPCI11,0.8800,1.0200,1.0633,3.1900,1.0967,6.5800,1.1675,14.0100,3.8564,8.4990,4.9157,86.1800,2.0800,2026,1.0083,89.2600,-2.7986,776689505.0900,6.8638,-1.8186,3.0577,1.0192,6.3645,1.0607,12.2656,1.0221,Papéis,papeis,82.63,2601166.04,777897521.06,0.932,0.9257226081111359,XPCI11,14,1340.9656965414,77302,,1,,2026-02-13,2026-02-13 20:07:10.248417
347,XPCM11,0.0200,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.8729,-0.6747,-0.6747,10.2200,0.2000,2024,0.0689,29.0400,-34.1347,70109502.2400,-44.9939,-34.0894,0.3084,0.1028,0.8157,0.1359,2.0760,0.1730,Lajes Corporativas,lajes-corporativas,8.02,14886.04,49090112.17,0.2812,0.2761707988980716,XPCM11,1,4061.0016955317,2,,0.80,,2026-02-13,2026-02-13 20:07:10.248417
222,XPHT11,0.4051,0.9300,0.9700,2.9100,0.8883,5.3300,0.8425,10.1100,15.8498,15.3653,16.9272,43.4900,10.1100,2024,0.6495,63.1300,-32.9972,581976733.7300,-26.6939,-32.5621,1.6018,0.5339,3.1326,0.5221,6.6489,0.5541,Hotéis,hoteis,123,230869.59,581976733.73,0.6577,1.9483605258989387,XPHT11,14,29.848886039472,1268,,,,2026-02-13,2026-02-13 20:07:10.248417
1850,XPID11,0.7500,1.3400,1.1467,3.4400,1.0717,6.4300,1.1142,13.3700,20.2141,18.5588,21.8250,56.1400,2.4100,2026,,,,,,,,,,,,,Indefinido,indefinido,51.77,287874.52,0,0,,XPID11,,2417.8965610079,0,,0.95,,2026-02-13,2026-02-13 20:07:10.248417
3033,XPIE11,1.0000,1.7600,1.1900,3.5700,0.9150,5.4900,0.9650,11.5800,3.2311,5.2311,5.0479,56.8700,3.5700,2026,,,,,,,,,,,,,Indefinido,indefinido,56.69,1538759.87,0,0,,XPIE11,,1228.0843206488,0,,1.30,20,2026-02-13,2026-02-13 20:07:10.248417
396,XPIN11,0.8500,1.0600,1.0600,3.1800,1.0867,6.5200,1.1067,13.2800,-1.9620,4.6342,-0.9228,80.4500,2.1000,2026,0.8281,102.6500,-1.1936,733994607.7700,1.0776,-0.3754,2.4974,0.8325,4.7159,0.7860,8.9775,0.7481,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,71.26,849467.39,735832557.35,0.7599,0.694203604481247,XPIN11,81,1504.3974526395,40767,,0.75,,2026-02-13,2026-02-13 20:07:10.248417
275,XPLG11,0.8200,0.7900,0.7800,2.3400,0.8033,4.8200,0.8425,10.1100,-1.7294,1.1091,-0.9530,103.9900,1.5600,2026,0.7773,105.5000,-7.3912,4221707849.3000,4.1891,-6.6713,2.3253,0.7751,4.6376,0.7729,9.1986,0.7665,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,102.95,5747226.52,4221707849.3,0.967,0.975829383886256,XPLG11,19,1129.8145945044,334798,0.95,,20,2026-02-13,2026-02-13 20:07:10.248417
373,XPML11,0.9200,0.8400,0.8567,2.5700,0.8800,5.2800,0.9158,10.9900,2.6883,3.5509,3.5509,110.0100,0.8400,2026,0.8506,108.1600,7.1528,6333860101.7600,15.8010,8.0642,2.5428,0.8476,4.9729,0.8288,9.6788,0.8066,Shoppings,shoppings,110.82,19307065.04,6333860101.76,1.0198,1.0245931952662721,XPML11,16,945.87780866655,633076,,0.75,20,2026-02-13,2026-02-13 20:07:10.248417
